qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration,retrieval_energy,retrieval_emissions
3146,"### Instruction:
Answer using the context.

### Context:
Lesotho Paramilitary Forces. Lesotho Mounted Police Service FC. Roma Rovers FC. Lesotho Defence Force FC. Matlama FC. Lesotho Correctional Services FC. Nyenye Rovers FC. Linarek Rovers FC.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Lerotholi Polytechnic Football Club,0,0,1.5884229,0.000432381,0.000126956,0.0643601,1.75E-05,5.14E-06
3147,"### Instruction:
Answer using the context.

### Context:
Blue Rondo à la Turk. Park Avenue South (album). Just You, Just Me (album). Take Five Live. Bobby Militello. Paper Moon (album). All the Things We Are. The Dave Brubeck Quartet in the Room.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1971,0,0,1.5884229,0.000432381,0.000126956,0.0919559,2.50E-05,7.34E-06
3148,"### Instruction:
Answer using the context.

### Context:
Battle of Sprimont. Siege of Leith. Battle of Saint-Mihiel. The German Attack on Vimy Ridge, 21 May 1916. Capture of St. Lucia. Battle of Ligny. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme. The Battle of the Somme.",commander of the American Expeditionary Force (AEF) on the Western Front,0,0.058823529,1.5884229,0.000432381,0.000126956,0.0257014,6.98E-06,2.05E-06
3149,"### Instruction:
Answer using the context.

### Context:
Habra railway station. Ochira railway station. Edinburgh Waverley railway station. Varkala Sivagiri railway station. Praha-Smíchov railway station. Otterington railway station. Shapingba Railway station.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",London,0,0,1.5884229,0.000432381,0.000126956,0.0526337,1.43E-05,4.20E-06
3150,"### Instruction:
Answer using the context.

### Context:
1993 French Open – Mixed Doubles. Arthur Ashe Stadium. Danie Visser. 1991 ATP German Open – Doubles. 1973 US Open (tennis). 1990 French Open – Mixed Doubles. Williams sisters. 1962 U.S. Open (tennis). 1992 US Open (tennis). 1993 US Open (tennis). 1994 US Open (tennis). 1995 US Open (tennis). 1996 US Open (tennis). 1997 US Open (tennis). 1998 US Open (tennis). 1999 US Open (tennis). 2000 US Open",no,0,0,1.5884229,0.000432381,0.000126956,0.0196991,5.34E-06,1.57E-06
3151,"### Instruction:
Answer using the context.

### Context:
Leyden jar. Jar (unit). The Old Jar Craftsman. Pieter van Musschenbroek. Franklin's electrostatic machine. Spurius Carvilius Ruga. Franklin bells. The Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics). Man (comics).",Pieter van Musschenbroek,0,0.111111111,1.5884229,0.000432381,0.000126956,0.0150349,4.07E-06,1.20E-06
3152,"### Instruction:
Answer using the context.

### Context:
Paul Newman. Mater (Cars). Armie Hammer. Cars 3 (2009 film). R9 (New York City Subway car). Ben Queen. Cheech Marin. Cars 3. Cars 3: Driven to Win. Lightning McQueen. Cars 3: The Road.
### Context:
Paul Newman. Mater (Cars). Armie Hammer. Cars 3: The Road.
### Context:
Paul Newman. Mater (Cars). Armie Hammer. Cars 3: The Road.
### Context:
Paul Newman. M",Smith!,0,0,1.5884229,0.000432381,0.000126956,0.0598247,1.63E-05,4.78E-06
3153,"### Instruction:
Answer using the context.

### Context:
FC Gossau. FC Münsingen. Maeva Sarrasin. FC Naters. FC Zürich. FC Brugg. FC Echallens. GC Biaschesi. FC Tuggen. SV Schaffhausen. FC Wieder-Württemberg. FC Wieder-Württemberg. FC Wieder-Württemberg. FC Wieder-Württemberg. FC Wieder-Württemberg. FC Wieder-Wür",Andrea Locatelli,0,0,1.5884229,0.000432381,0.000126956,0.0800833,2.18E-05,6.39E-06
3154,"### Instruction:
Answer using the context.

### Context:
MAX Blue Line. Quatama MAX Station. Fair Complex/Hillsboro Airport MAX Station. Elmonica/Southwest 170th Avenue MAX Station. Hawthorn Farm MAX Station. Hatfield Government Center MAX Station. Portland Vintage Trolley Station.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Beaverton Creek,0,0,1.5884229,0.000432381,0.000126956,0.0626082,1.70E-05,5.00E-06
3155,"### Instruction:
Answer using the context.

### Context:
National Liberation Army (Colombia). Wilber Varela. Olga de Amaral. Medellín Cartel. Juan Carlos Ramírez Abadía. Human trafficking in Colombia. Central American jaguar. Military career of the National Liberation Army. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia. Colombia",1970s and 1980s,0,0,1.5884229,0.000432381,0.000126956,0.0425484,1.16E-05,3.40E-06
3156,"### Instruction:
Answer using the context.

### Context:
We Are Smug (album). Arturo O'Farrill. Strange Fruit (novel). Forbidden Fruit (J. Cole song). The Way I Rock My Clothes. The Healing (album). Symbolyc One. Strange Fruit (J. Cole song). The Way I Rock My Clothes. The Healing (album). The Way I Rock My Clothes. The Healing (album). The Way I Rock My Clothes. The Healing (album). The Way I Rock My Clothes. The Healing (album). The Way I Rock My Cl","""Strange Fruit""",0,0.058823529,1.5884229,0.000432381,0.000126956,0.121502,3.31E-05,9.70E-06
3157,"### Instruction:
Answer using the context.

### Context:
Tragic Hero Records. Leonard Whiting. Biggles (TV series). Social Suicide (film). Romeo.Juliet. Germanic hero. Tragic hero. Love Theme from Romeo and Juliet. William Whiting (footballer). Akamai. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The Hero. The",Zeffirelli,0,0,1.5884229,0.000432381,0.000126956,0.0702321,1.91E-05,5.61E-06
3158,"### Instruction:
Answer using the context.

### Context:
List of Adventure Time episodes. Stakes (miniseries). Right Now Kapow. Samurai Jack: The Shadow of Aku. Elements (miniseries). Adventure Time (pilot). Adventure Time. Web Weirdos. Islands (miniseries). Adventure Time. Web Weirdos. Islands (miniseries). Adventure Time. Web Weirdos. Islands (miniseries). Adventure Time. Web Weirdos. Islands (miniseries). Adventure Time. Web Weirdos. Islands (miniseries). Adventure Time. Web Weirdos. Islands (",C. H. Greenblatt,0,0,1.5884229,0.000432381,0.000126956,0.0434322,1.18E-05,3.47E-06
3159,"### Instruction:
Answer using the context.

### Context:
Custody (2007 film). Nancy Drew (2007 film). Life Is Ruff. Kay Panabaker. Beverly Hills Chihuahua 3: Viva la Fiesta!. Read It and Weep. Little Birds (film). Danielle Panabaker. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life Is Ruff. The Life","""Read It and Weep"" (2006)",0,0.106666667,1.5884229,0.000432381,0.000126956,0.0177517,4.81E-06,1.41E-06
3160,"### Instruction:
Answer using the context.

### Context:
Jerry Grundhofer. G. Kennedy Thompson. Jerry York (businessman). Kirk Kerkorian. Tracinda. Michael Capellas. Bobby Mehta. Andrew House. Francis deSouza. Walter Wriston.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Fade Out: The Calamitous Final Days of MGM,0,0,1.5884229,0.000432381,0.000126956,0.0252932,6.87E-06,2.02E-06
3161,"### Instruction:
Answer using the context.

### Context:
Bob Edwards (politician). Fish 'n' Chips. Nolan Strong &amp; the Diablos. Renee Bradshaw. Bob Edwards. Robert Edwards. Renée Montagne. The Bob Edwards Show. Charleston Syllabus. Spanish.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Morning Edition,0,0,1.5884229,0.000432381,0.000126956,0.026501,7.19E-06,2.11E-06
3162,"### Instruction:
Answer using the context.

### Context:
Garrison Keillor. Bill Caswell. Lake Wobegon Trails. Lake Wobegon. A Prairie Home Companion. A Prairie Home Companion with Chris Thile. A Prairie Home Album. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake Wobegon Days. Lake",Minnesota,0,0,1.5884229,0.000432381,0.000126956,0.0589906,1.60E-05,4.71E-06
3163,"### Instruction:
Answer using the context.

### Context:
Gavin Maxwell. Karolyn Grimes. Laurette Luez. Tom Kingsley. Kaitlyn Dever. Mary Philbin. Loretta Devine. Marshall Kent (actor). Ralf D. Bode. Robert Williams (actor).
### Context:
Gavin Maxwell. Karolyn Grimes. Laurette Luez. Tom Kingsley. Kaitlyn Dever. Mary Philbin. Loretta Devine. Marshall Kent (actor). Ralf D. Bode. Robert Williams (actor). Ralf D. Bode. Robert",Sissy Spacek,0,0,1.5884229,0.000432381,0.000126956,0.1110895,3.02E-05,8.87E-06
3164,"### Instruction:
Answer using the context.

### Context:
Angle, Pembrokeshire. Loch Shiel. Moidart. Castle Tioram. Sgùrr Ghiubhsachain. The Rough Bounds. River Shiel. Glenfinnan Viad. The Great River Shiel. Glenfinnan Viad. The Great River Shiel. Glenfinnan Viad. The Great River Shiel. Glenfinnan Viad. The Great River Shiel. Glenfinnan Viad. The Great River Shiel. Glenfinnan",Acharacle,0,0,1.5884229,0.000432381,0.000126956,0.0572328,1.56E-05,4.57E-06
3165,"### Instruction:
Answer using the context.

### Context:
Saturn V Instrument Unit. Saturn V Dynamic Test Stand. Arthur Rudolph. Skylab. Saturn V Dynamic Test Vehicle. Saturn II. Nova (rocket). Wernher von Braun. Saturn V. Redl-ZipfThe Saturn V Instrument Unit. Saturn V. Redl-ZipfThe Saturn V Instrument Unit. Saturn V. Redl-ZipfThe Saturn V Instrument Unit. Saturn V. Redl-ZipfThe Saturn V Instrument Unit. Saturn V. Redl-ZipfThe Saturn V Instrument Unit. Saturn V. Redl-",Applications Technology Satellites,0,0,1.5884229,0.000432381,0.000126956,0.0409206,1.11E-05,3.27E-06
3166,"### Instruction:
Answer using the context.

### Context:
The Itchy &amp; Scratchy &amp; Poochie Show. Fat Camp (South Park). Wedding (TV series). The Death Camp of Tolerance. Jeff &quot;Swampy&quot; Marsh. Camp (TV series). The Death Camp of Tolerance. Jeff &quot;Swampy&quot; Marsh. Camp (TV series). The Death Camp of Tolerance. Jeff &quot;Swampy&quot; Marsh. Camp (TV series). The Death Camp of Tolerance. Jeff",Trey Parker and Matt Stone,0,0,1.5884229,0.000432381,0.000126956,0.0682,1.85E-05,5.45E-06
3167,"### Instruction:
Answer using the context.

### Context:
East West Bancorp. Carolinas HealthCare System University. Carolinas HealthCare System Pineville. Yapı ve Kredi Bankası. Sacramento Municipal Utility District. Big Oil. Norrtåg. Minnetonka. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası. Kredi Bankası.",United Healthcare,0,0.041666667,1.5884229,0.000432381,0.000126956,0.1275992,3.47E-05,1.02E-05
3168,"### Instruction:
Answer using the context.

### Context:
Joachim Hansen (fighter). Josh Thomson. Beau Jack. Solly Seeman. Michael Ayers (boxer). Shinya Aoki. Caol Uno. Mogens Palle. Vítor Ribeiro. Joe G. Perna.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context",Edinburgh,0,0,1.5884229,0.000432381,0.000126956,0.0252863,6.86E-06,2.02E-06
3169,"### Instruction:
Answer using the context.

### Context:
Guter Rat. Tros of Samothrace. Earth's Last Citadel. Talking to Dragons. Jirel of Joiry. The Mother Hive. Allgemeine Zeitung des Judentums. Književna rechtschär.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",The Lady,0,0,1.5884229,0.000432381,0.000126956,0.1192293,3.24E-05,9.52E-06
3170,"### Instruction:
Answer using the context.

### Context:
Janet Taylor. Ann Winterton. Wells-next-the-Sea Lifeboat Station. Earl Winterton. Janie Sell. Nicholas Winterton. Jane Henson. Jane Bennett (artist). Henry Brett (colonel). Louie Myfan.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Sir Nicholas Raymond Winterton,0,0.125,1.5884229,0.000432381,0.000126956,0.0292657,7.95E-06,2.33E-06
3171,"### Instruction:
Answer using the context.

### Context:
Space Channel 5. Canada's Wonderland. Cliffs Shaft Mine Museum. Theme Park World. Theme Park Inc. South Park (video game). Tomba! 2: The Evil Swine Return. Thrillville: Off the Rails. Star Wars: The Force Awakens.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Sim Theme Park,0,0.102564103,1.5884229,0.000432381,0.000126956,0.0569644,1.55E-05,4.55E-06
3172,"### Instruction:
Answer using the context.

### Context:
Georgetown, Kentucky. Lexington, Kentucky. Cat Canyon Oil Field. Eden Prairie, Minnesota. Pride Park Stadium. Murray, Kentucky. St. Matthews, Kentucky. San Bernardino, California. Cincinnati. HalmstadGeorgetown is a home rule for the University of Kentucky.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1822,0,0,1.5884229,0.000432381,0.000126956,0.2086724,5.68E-05,1.67E-05
3173,"### Instruction:
Answer using the context.

### Context:
Watership Down. Sofia Samatar. That Hell-Bound Train. The Serpent's Shadow (Riordan novel). Agone. The Jade Trilogy. The Giant Under The Snow. The Phantom Tollbooth. The Facts Behind the Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon. The Dragon",2001,0,0,1.5884229,0.000432381,0.000126956,0.052181,1.42E-05,4.17E-06
3174,"### Instruction:
Answer using the context.

### Context:
Gia Coppola. Supernova (2000 film). Barry Malkin. The Filmgroup. The Godfather Part III. Tonight for Sure. Eleanor Coppola. Francis Ford Coppola Presents. Anton Coppola. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell Curve. The Bell",yes,0,0,1.5884229,0.000432381,0.000126956,0.0125078,3.39E-06,9.94E-07
3175,"### Instruction:
Answer using the context.

### Context:
M. N. Rajam. Grigory Drozd. Geraldine Chaplin. James Reilly (Irish politician). Kim Hee-jung (actress born 1992). Tony Bellew. Joseph Anthony. Cody Walker (actor).
### Context:
M. N. Rajam. Grigory Drozd. Geraldine Chaplin. James Reilly (Irish politician). Kim Hee-jung (actress born 1992). Tony Bellew. Joseph Anthony. Cody Walker (actress born 1992). Tony Bellew. Joseph Anthony.","""Creed""",0,0,1.5884229,0.000432381,0.000126956,0.0725071,1.97E-05,5.79E-06
3176,"### Instruction:
Answer using the context.

### Context:
Muti. Rhyming slang. Owned. Bugger. Special K (song). Pro re nata. Principle of marginality. Paracetamol. Methadone. KetamineMuti is a term for traditional medicine in the United States.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",up to 25 minutes,0,0,1.5884229,0.000432381,0.000126956,0.0326731,8.88E-06,2.61E-06
3177,"### Instruction:
Answer using the context.

### Context:
1984 Stella Artois Championships – Doubles. David Ferrer. 1984 Congoleum Classic – Doubles. 1980 Paris Open. 1978 American Airlines Tennis Games – Singles. 1981 Stella Artois Championships – Singles. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific Southwest Open. 1976 Pacific",21,0,0,1.5884229,0.000432381,0.000126956,0.016869,4.57E-06,1.34E-06
